"filename", "language", "pip requirements", "Python", "Markdown", "comment", "blank", "total"
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_1dce88.py", "Python", 0, 78, 0, 0, 8, 86
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_3309bd.py", "Python", 0, 35, 0, 0, 4, 39
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_57b0b1.py", "Python", 0, 62, 0, 8, 14, 84
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_701491.py", "Python", 0, 29, 0, 0, 4, 33
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_a3e34a.py", "Python", 0, 81, 0, 0, 8, 89
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_d6de81.py", "Python", 0, 33, 0, 0, 4, 37
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_e9e91e.py", "Python", 0, 46, 0, 3, 5, 54
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_ee684f.py", "Python", 0, 80, 0, 0, 8, 88
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_model_postprocess_gen_a58960.py", "Python", 0, 40, 0, 7, 6, 53
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_xfinder_gen_a58960.py", "Python", 0, 39, 0, 0, 5, 44
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k_contamination\gsm8k_contamination_ppl_ecdd22.py", "Python", 0, 48, 0, 0, 10, 58
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\baichuan\hf_baichuan2_13b_base.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\baichuan\hf_baichuan2_13b_chat.py", "Python", 0, 27, 0, 0, 3, 30
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\baichuan\hf_baichuan2_7b_base.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\baichuan\hf_baichuan2_7b_chat.py", "Python", 0, 27, 0, 0, 3, 30
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\baichuan\hf_baichuan_13b_base.py", "Python", 0, 18, 0, 0, 3, 21
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\baichuan\hf_baichuan_13b_chat.py", "Python", 0, 18, 0, 0, 3, 21
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\baichuan\hf_baichuan_7b.py", "Python", 0, 18, 0, 0, 3, 21
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen2_5_0_5b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen2_5_14b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen2_5_1_5b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen2_5_32b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen2_5_3b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen2_5_72b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen2_5_7b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen_2_5_14b.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen_2_5_32b.py", "Python", 0, 11, 0, 0, 1, 12
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\hf_qwen_2_5_7b.py", "Python", 0, 11, 0, 0, 1, 12
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_0_5b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_14b.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_14b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_1_5b.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_1_5b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_32b.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_32b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_3b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_72b.py", "Python", 0, 16, 0, 0, 2, 18
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_72b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_7b.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\lmdeploy_qwen2_5_7b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\vllm_qwen2_5_0_5b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\vllm_qwen2_5_14b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\vllm_qwen2_5_1_5b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\vllm_qwen2_5_32b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\vllm_qwen2_5_3b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\vllm_qwen2_5_72b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\models\qwen2_5\vllm_qwen2_5_7b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\PMMEval.py", "Python", 0, 18, 0, 0, 5, 23
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\agent_bench.py", "Python", 0, 24, 0, 5, 4, 33
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\charm_reason.py", "Python", 0, 96, 0, 0, 3, 99
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\chat_OC15.py", "Python", 0, 74, 0, 0, 8, 82
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\chat_OC15_multi_faceted.py", "Python", 0, 137, 0, 0, 12, 149
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\cibench.py", "Python", 0, 59, 0, 0, 4, 63
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\code_passk.py", "Python", 0, 38, 0, 3, 3, 44
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\compassbench_v1_1_objective.py", "Python", 0, 196, 0, 21, 28, 245
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\compassbench_v1_1_objective_public.py", "Python", 0, 19, 0, 0, 4, 23
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\compassbench_v1_3_objective.py", "Python", 0, 188, 0, 12, 5, 205
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\compassbench_v1_objective.py", "Python", 0, 193, 0, 7, 28, 228
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\contamination.py", "Python", 0, 191, 0, 0, 15, 206
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\example.py", "Python", 0, 17, 0, 0, 3, 20
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\GaokaoBench.py", "Python", 0, 4, 0, 1, 2, 7
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\MMLUArabic.py", "Python", 0, 42, 0, 0, 9, 51
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\PMMEval.py", "Python", 0, 40, 0, 0, 2, 42
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\agieval.py", "Python", 0, 13, 0, 0, 5, 18
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\babilong.py", "Python", 0, 37, 0, 0, 1, 38
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\bbh.py", "Python", 0, 4, 0, 1, 2, 7
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\calm.py", "Python", 0, 134, 0, 28, 8, 170
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\ceval.py", "Python", 0, 35, 0, 0, 13, 48
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\charm_reason.py", "Python", 0, 31, 0, 0, 5, 36
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\cibench.py", "Python", 0, 378, 0, 4, 14, 396
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\cmmlu.py", "Python", 0, 95, 0, 0, 10, 105
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\ds1000.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\flores.py", "Python", 0, 29, 0, 0, 3, 32
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\humanevalx.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\infinitebench.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\jigsaw_multilingual.py", "Python", 0, 4, 0, 1, 2, 7
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\korbench.py", "Python", 0, 5, 0, 0, 1, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\lawbench.py", "Python", 0, 27, 0, 0, 3, 30
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\lcbench.py", "Python", 0, 3, 0, 0, 1, 4
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\legacy\cibench.py", "Python", 0, 99, 0, 3, 8, 110
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\leval.py", "Python", 0, 3, 0, 0, 1, 4
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\longbench.py", "Python", 0, 20, 0, 1, 2, 23
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\lveval.py", "Python", 0, 106, 0, 0, 5, 111
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mathbench.py", "Python", 0, 85, 0, 0, 4, 89
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mathbench_2024.py", "Python", 0, 21, 0, 0, 6, 27
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mathbench_agent.py", "Python", 0, 74, 0, 0, 2, 76
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mathbench_v1.py", "Python", 0, 13, 0, 0, 1, 14
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mathbench_v1_2024.py", "Python", 0, 38, 0, 0, 7, 45
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mathbench_v1_2024_lang.py", "Python", 0, 94, 0, 10, 13, 117
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mgsm.py", "Python", 0, 8, 0, 0, 2, 10
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mmlu.py", "Python", 0, 18, 0, 0, 6, 24
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mmlu_pro.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\mmmlu.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\musr_average.py", "Python", 0, 18, 0, 0, 1, 19
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\plugineval.py", "Python", 0, 134, 0, 7, 10, 151
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\ruler.py", "Python", 0, 26, 0, 0, 2, 28
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\scibench.py", "Python", 0, 5, 0, 0, 2, 7
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\scicode.py", "Python", 0, 23, 0, 0, 1, 24
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\teval.py", "Python", 0, 67, 0, 2, 5, 74
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\tydiqa.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\groups\xiezhi.py", "Python", 0, 3, 0, 0, 2, 5
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\infinitebench.py", "Python", 0, 6, 0, 0, 3, 9
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\internlm2_keyset.py", "Python", 0, 18, 0, 0, 3, 21
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\lawbench.py", "Python", 0, 56, 0, 0, 3, 59
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\leaderboard.py", "Python", 0, 77, 0, 18, 5, 100
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\leval.py", "Python", 0, 25, 0, 0, 1, 26
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\longbench.py", "Python", 0, 32, 0, 0, 1, 33
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\longeval_v2.py", "Python", 0, 59, 0, 0, 3, 62
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\lveval.py", "Python", 0, 112, 0, 0, 3, 115
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\math_agent.py", "Python", 0, 23, 0, 0, 3, 26
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\math_baseline.py", "Python", 0, 17, 0, 0, 3, 20
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\mathbench.py", "Python", 0, 18, 0, 0, 1, 19
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\mathbench_v1.py", "Python", 0, 41, 0, 0, 1, 42
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\medium.py", "Python", 0, 74, 0, 17, 3, 94
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\mmlu_pro.py", "Python", 0, 23, 0, 0, 3, 26
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\mmmlu.py", "Python", 0, 23, 0, 0, 3, 26
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\mmmlu_lite.py", "Python", 0, 24, 0, 0, 3, 27
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\needlebench.py", "Python", 0, 285, 0, 3, 32, 320
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\plugineval.py", "Python", 0, 33, 0, 0, 4, 37
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\ruler.py", "Python", 0, 65, 0, 0, 7, 72
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\scicode.py", "Python", 0, 13, 0, 0, 3, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\simpleqa.py", "Python", 0, 7, 0, 0, 1, 8
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\small.py", "Python", 0, 59, 0, 0, 3, 62
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\subjective.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\teval.py", "Python", 0, 33, 0, 0, 4, 37
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\summarizers\tiny.py", "Python", 0, 28, 0, 0, 3, 31
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\datasets\base.py", "Python", 0, 19, 0, 0, 10, 29
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\datasets\gsm8k.py", "Python", 0, 123, 0, 4, 25, 152
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\evaluator\__init__.py", "Python", 0, 1, 0, 0, 1, 2
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\evaluator\generic_llm_evaluator.py", "Python", 0, 111, 0, 8, 25, 144
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\lagent\actions\ipython_interpreter.py", "Python", 0, 260, 0, 12, 40, 312
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\lagent\actions\python_interpreter.py", "Python", 0, 126, 0, 9, 22, 157
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\lagent\agents\react.py", "Python", 0, 240, 0, 12, 26, 278
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\metrics\__init__.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\metrics\dump_results.py", "Python", 0, 44, 0, 0, 10, 54
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\metrics\mme_score.py", "Python", 0, 73, 0, 3, 17, 93
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\metrics\seedbench.py", "Python", 0, 57, 0, 0, 11, 68
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\models\base.py", "Python", 0, 424, 0, 17, 75, 516
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\models\base_api.py", "Python", 0, 384, 0, 13, 66, 463
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\models\openai_api.py", "Python", 0, 566, 0, 25, 66, 657
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\models\vllm.py", "Python", 0, 141, 0, 2, 23, 166
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\openicl\__init__.py", "Python", 0, 5, 0, 0, 1, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\openicl\icl_dataset_reader.py", "Python", 0, 249, 0, 1, 40, 290
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\openicl\icl_evaluator\__init__.py", "Python", 0, 15, 0, 0, 1, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\openicl\icl_evaluator\hf_metrics\accuracy.py", "Python", 0, 77, 0, 13, 17, 107
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\openicl\icl_evaluator\hf_metrics\rouge.py", "Python", 0, 121, 0, 14, 24, 159
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\openicl\icl_evaluator\hf_metrics\sacrebleu.py", "Python", 0, 148, 0, 14, 17, 179
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\openicl\icl_evaluator\hf_metrics\squad.py", "Python", 0, 86, 0, 13, 13, 112
